alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
mcdonalds-durham-15,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 36.0297159477389, 'longitude': -78.9260478935648}",(919) 471-9669,5927.83705885197,dgucOBN0CHMCSbc3UHhRCg,https://s3-media1.fl.yelpcdn.com/bphoto/JTRvzCxqlhJRlJOSQWh0TQ/o.jpg,False,"{'address1': '2700 Guess Rd', 'address2': '', 'address3': '2700 Guess Road', 'city': 'Durham', 'zip_code': '27705', 'country': 'US', 'state': 'NC', 'display_address': ['2700 Guess Rd', '2700 Guess Road', 'Durham, NC 27705']}",McDonald's,+19194719669,$,2.0,15,[],https://www.yelp.com/biz/mcdonalds-durham-15?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-durham-8,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 36.0214824065125, 'longitude': -78.9523874223232}",(919) 383-6989,5817.432093625029,ym-fPVgbn-GPeO_UEm49hA,https://s3-media2.fl.yelpcdn.com/bphoto/v3sa9Bpm6CIWX-BSD63SoA/o.jpg,False,"{'address1': '3533 Hillsborough Rd', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27705', 'country': 'US', 'state': 'NC', 'display_address': ['3533 Hillsborough Rd', 'Durham, NC 27705']}",McDonald's,+19193836989,$,1.5,31,[],https://www.yelp.com/biz/mcdonalds-durham-8?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-durham,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.8775639271067, 'longitude': -78.850237507454}",(919) 474-8809,12641.25232029733,99KsD_wNl4P0wxPM-rB9iA,https://s3-media2.fl.yelpcdn.com/bphoto/gSVO6tE92L6BcTpsNTF66g/o.jpg,False,"{'address1': '5507 S Miami Blvd', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27703', 'country': 'US', 'state': 'NC', 'display_address': ['5507 S Miami Blvd', 'Durham, NC 27703']}",McDonald's,+19194748809,$,1.5,31,[],https://www.yelp.com/biz/mcdonalds-durham?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-durham-5,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.97017, 'longitude': -78.95842}",(919) 490-6209,3633.898492434199,Y60JMYlz1V3mwS4_u7I8UQ,https://s3-media2.fl.yelpcdn.com/bphoto/DMsDKXIbC0jDi1Q05Qg0sw/o.jpg,False,"{'address1': '3117 Tower Blvd', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27707', 'country': 'US', 'state': 'NC', 'display_address': ['3117 Tower Blvd', 'Durham, NC 27707']}",McDonald's,+19194906209,$,2.0,15,[],https://www.yelp.com/biz/mcdonalds-durham-5?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
dunkin-donuts-durham-8,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9189088698072, 'longitude': -78.9601558072869}",,7423.169828831013,fh6UtdybM_9DZ3EazOvOwA,https://s3-media3.fl.yelpcdn.com/bphoto/pnRK-KybuM93BErkclPkXA/o.jpg,False,"{'address1': '1217 N Carolina 54', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27713', 'country': 'US', 'state': 'NC', 'display_address': ['1217 N Carolina 54', 'Durham, NC 27713']}",Dunkin' Donuts,,$,3.0,6,[],https://www.yelp.com/biz/dunkin-donuts-durham-8?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-durham-10,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 35.9486491, 'longitude': -78.923925}",(919) 484-0940,3153.6098706566313,9bQwIEe9EWJEtVIf9Vp4gw,https://s3-media2.fl.yelpcdn.com/bphoto/T7tiN4sLwdWfnUAKYzJvQw/o.jpg,False,"{'address1': '3844 S Roxboro St', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27713', 'country': 'US', 'state': 'NC', 'display_address': ['3844 S Roxboro St', 'Durham, NC 27713']}",McDonald's,+19194840940,$,1.5,24,[],https://www.yelp.com/biz/mcdonalds-durham-10?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-durham-7,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 36.0166607478469, 'longitude': -78.8896189536899}",(919) 220-4074,5164.439437933222,y8iwTuCAJGe68byskA6eLw,https://s3-media4.fl.yelpcdn.com/bphoto/mV0QO1Sno9KKD0QKBxA-6A/o.jpg,False,"{'address1': '2010 N Roxboro Rd', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27704', 'country': 'US', 'state': 'NC', 'display_address': ['2010 N Roxboro Rd', 'Durham, NC 27704']}",McDonald's,+19192204074,$,1.5,17,[],https://www.yelp.com/biz/mcdonalds-durham-7?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
core-café-durham-4,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 35.96464, 'longitude': -78.95466}",(919) 525-6202,3472.2999665134103,MVZsqUPmLTLaDclKXTsyQQ,https://s3-media2.fl.yelpcdn.com/bphoto/KukIxtxh7RdhBaNwy54Zog/o.jpg,False,"{'address1': '3211 Shannon Rd', 'address2': 'Ste 106', 'address3': None, 'city': 'Durham', 'zip_code': '27707', 'country': 'US', 'state': 'NC', 'display_address': ['3211 Shannon Rd', 'Ste 106', 'Durham, NC 27707']}",CORE café,+19195256202,,5.0,1,[],https://www.yelp.com/biz/core-caf%C3%A9-durham-4?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-durham-4,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9984740029066, 'longitude': -78.8995008869188}",(919) 688-3070,2983.7739551852496,v5Y-pstsbvr0710wbgp2nA,https://s3-media2.fl.yelpcdn.com/bphoto/tSAvywWGqNbE1lVix22aqg/o.jpg,False,"{'address1': '102 Morgan St', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27701', 'country': 'US', 'state': 'NC', 'display_address': ['102 Morgan St', 'Durham, NC 27701']}",McDonald's,+19196883070,$,1.0,28,[],https://www.yelp.com/biz/mcdonalds-durham-4?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-durham-11,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9114247040292, 'longitude': -78.9365295320749}",(919) 806-1345,7431.513843064013,5MsOR2L9Qlgz3MqaCdk1JQ,https://s3-media4.fl.yelpcdn.com/bphoto/JJbtza24witETedjNXtmQw/o.jpg,False,"{'address1': '204 W NC Hwy 54', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27713', 'country': 'US', 'state': 'NC', 'display_address': ['204 W NC Hwy 54', 'Durham, NC 27713']}",McDonald's,+19198061345,$,2.0,9,[],https://www.yelp.com/biz/mcdonalds-durham-11?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
cinnamonster-durham-2,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'latitude': 36.018111, 'longitude': -78.9102149}",(919) 286-3161,4668.666532812522,Fg9YVwpAfh0WIDJ-I_G78Q,,False,"{'address1': '1058 West Club Blvd', 'address2': '', 'address3': None, 'city': 'Durham', 'zip_code': '27701', 'country': 'US', 'state': 'NC', 'display_address': ['1058 West Club Blvd', 'Durham, NC 27701']}",Cinnamonster,+19192863161,,3.5,2,[],https://www.yelp.com/biz/cinnamonster-durham-2?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
ebar-durham,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.904345, 'longitude': -78.941093}",(919) 806-3700,8291.575051913056,A_NSqbcsT4bawaX1mYuzyQ,https://s3-media1.fl.yelpcdn.com/bphoto/r9_2gahpxAXpOlgcH5HSLw/o.jpg,False,"{'address1': '6910 Fayetteville Rd', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27713', 'country': 'US', 'state': 'NC', 'display_address': ['6910 Fayetteville Rd', 'Durham, NC 27713']}",Ebar,+19198063700,$$,2.5,5,[],https://www.yelp.com/biz/ebar-durham?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
connection-cafe-durham,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 36.0017336209254, 'longitude': -78.9442252901621}",,3594.788047258465,9cyTD0MnczUaPuLuQOF86A,https://s3-media4.fl.yelpcdn.com/bphoto/qziwLWrMxAhFmNxle_v9LA/o.jpg,False,"{'address1': '138 Science Dr', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27710', 'country': 'US', 'state': 'NC', 'display_address': ['138 Science Dr', 'Durham, NC 27710']}",Connection Cafe,,$,4.0,2,[],https://www.yelp.com/biz/connection-cafe-durham?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
picnic-basket-cafe-duson-durham,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9940329, 'longitude': -78.898619}",(919) 684-9419,2653.5342026953795,bGOOgkstW7SqUl1GNED8VQ,https://s3-media4.fl.yelpcdn.com/bphoto/A0RItKBPqlJfmFShrDEvRw/o.jpg,False,"{'address1': '307 Trent Dr', 'address2': '', 'address3': 'School Of Nursing Building', 'city': 'Durham', 'zip_code': '27705', 'country': 'US', 'state': 'NC', 'display_address': ['307 Trent Dr', 'School Of Nursing Building', 'Durham, NC 27705']}",Picnic Basket @ Cafe Duson,+19196849419,$,3.0,2,[],https://www.yelp.com/biz/picnic-basket-cafe-duson-durham?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
circle-k-durham,"[{'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.92397, 'longitude': -78.92702}",(919) 544-7962,5894.236281763986,8nUXqg7ytg5f_G8L1YroKg,https://s3-media2.fl.yelpcdn.com/bphoto/BZ5iybiox8yXGjHMLJQpUg/o.jpg,False,"{'address1': '100 Woodcroft Pkwy', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27713', 'country': 'US', 'state': 'NC', 'display_address': ['100 Woodcroft Pkwy', 'Durham, NC 27713']}",Circle K,+19195447962,,3.0,3,[],https://www.yelp.com/biz/circle-k-durham?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
café-west-union-durham,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 36.0006856356999, 'longitude': -78.9394851592589}",,3244.5967864481913,FqWn2p0H24wZ-7yhe6DRRA,https://s3-media1.fl.yelpcdn.com/bphoto/dGAlDf2woiisigQctt4DzQ/o.jpg,False,"{'address1': '402 Chapel Dr', 'address2': '', 'address3': None, 'city': 'Durham', 'zip_code': '27710', 'country': 'US', 'state': 'NC', 'display_address': ['402 Chapel Dr', 'Durham, NC 27710']}",Café - West Union,,,2.5,2,[],https://www.yelp.com/biz/caf%C3%A9-west-union-durham?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
dunkin-donuts-chapel-hill,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.93122, 'longitude': -79.03365}",(919) 819-7039,11503.218183886813,sO24WiGT0KcmvVq6yoClAQ,https://s3-media2.fl.yelpcdn.com/bphoto/R190cvffxNIgT3oUMTtIng/o.jpg,False,"{'address1': '1509 E Franklin St', 'address2': '', 'address3': None, 'city': 'Chapel Hill', 'zip_code': '27514', 'country': 'US', 'state': 'NC', 'display_address': ['1509 E Franklin St', 'Chapel Hill, NC 27514']}",Dunkin Donuts,+19198197039,$,3.5,8,[],https://www.yelp.com/biz/dunkin-donuts-chapel-hill?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-durham-20,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 36.0763449602946, 'longitude': -78.9103125276893}",(919) 471-9645,11104.88814271293,h7fnAMkrEZ78G3o2IiUaNA,https://s3-media3.fl.yelpcdn.com/bphoto/KPIVoTskwtMU07PY1BXbxg/o.jpg,False,"{'address1': '5277 N Roxboro Rd', 'address2': None, 'address3': None, 'city': 'Durham', 'zip_code': '27712', 'country': 'US', 'state': 'NC', 'display_address': ['5277 N Roxboro Rd', 'Durham, NC 27712']}",McDonald's,+19194719645,,2.5,6,[],https://www.yelp.com/biz/mcdonalds-durham-20?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-morrisville-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.8755301833917, 'longitude': -78.7957987099317}",,15795.325447651903,o4_zEfpuHt0VADVNErpNHQ,https://s3-media2.fl.yelpcdn.com/bphoto/6D7pwH9JICPVZSj-l7qRpw/o.jpg,False,"{'address1': '2400 John Brantley Blvd', 'address2': '', 'address3': 'RDU - T2 Temp', 'city': 'Morrisville', 'zip_code': '27560', 'country': 'US', 'state': 'NC', 'display_address': ['2400 John Brantley Blvd', 'RDU - T2 Temp', 'Morrisville, NC 27560']}",Starbucks,,$$,2.5,33,[],https://www.yelp.com/biz/starbucks-morrisville-3?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-raleigh-40,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.876826, 'longitude': -78.7935967}",(919) 840-0506,15833.630904303925,ShmEeBJ7y6pA3nOQPyEF7g,https://s3-media2.fl.yelpcdn.com/bphoto/xBb_qogjbyv_3KykyDbFww/o.jpg,False,"{'address1': '1025 Airside Dr', 'address2': '', 'address3': 'RDU Terminal C Presecurity', 'city': 'Raleigh', 'zip_code': '27623', 'country': 'US', 'state': 'NC', 'display_address': ['1025 Airside Dr', 'RDU Terminal C Presecurity', 'Raleigh, NC 27623']}",Starbucks,+19198400506,$$,2.5,28,[],https://www.yelp.com/biz/starbucks-raleigh-40?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-durham-16,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9480033735121, 'longitude': -78.836907595396}",(919) 596-4610,8041.824891114729,vVevE3UtgKDmBN0jjYUc9w,https://s3-media2.fl.yelpcdn.com/bphoto/8QGvDiccglFHcvtE_v1DKg/o.jpg,False,"{'address1': '1708 New Raleigh Hwy', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27703', 'country': 'US', 'state': 'NC', 'display_address': ['1708 New Raleigh Hwy', 'Durham, NC 27703']}",McDonald's,+19195964610,$,1.0,5,[],https://www.yelp.com/biz/mcdonalds-durham-16?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-durham-19,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 36.009766, 'longitude': -78.924184}",(919) 286-1500,3705.1274573696983,_8mbayBc0R_QyHdQgwd95A,https://s3-media1.fl.yelpcdn.com/bphoto/vJisU5Es5gdhL5svuVeshg/o.jpg,False,"{'address1': '2107 Hillborough Rd', 'address2': '', 'address3': 'Harris Teeter', 'city': 'Durham', 'zip_code': '27705', 'country': 'US', 'state': 'NC', 'display_address': ['2107 Hillborough Rd', 'Harris Teeter', 'Durham, NC 27705']}",Starbucks,+19192861500,,1.5,6,[],https://www.yelp.com/biz/starbucks-durham-19?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-chapel-hill-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.906455, 'longitude': -79.010793}",(919) 932-5020,11377.9423763557,OZAGRpOqt7Rz672yME4Sgw,https://s3-media1.fl.yelpcdn.com/bphoto/mxho0U4AWgC1C-qnul56JQ/o.jpg,False,"{'address1': '116 W. Barbee Chapel Rd', 'address2': '', 'address3': 'Harris Teeter', 'city': 'Chapel Hill', 'zip_code': '27517', 'country': 'US', 'state': 'NC', 'display_address': ['116 W. Barbee Chapel Rd', 'Harris Teeter', 'Chapel Hill, NC 27517']}",Starbucks,+19199325020,$,3.0,8,[],https://www.yelp.com/biz/starbucks-chapel-hill-4?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
penguins-cafe-and-coffee-bar-chapel-hill,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 35.934539, 'longitude': -79.027946}",(919) 968-1983,10878.425644061826,_yW9xQZtkthXXmS2nzO0XA,https://s3-media1.fl.yelpcdn.com/bphoto/rkj-p8IOaKqUZWQba-rzOw/o.jpg,False,"{'address1': '81 S Elliot Rd', 'address2': '', 'address3': 'Whole Foods', 'city': 'Chapel Hill', 'zip_code': '27514', 'country': 'US', 'state': 'NC', 'display_address': ['81 S Elliot Rd', 'Whole Foods', 'Chapel Hill, NC 27514']}",Penguins Cafe and Coffee Bar,+19199681983,$$,3.0,5,[],https://www.yelp.com/biz/penguins-cafe-and-coffee-bar-chapel-hill?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-chapel-hill-3,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9407, 'longitude': -79.0191}",(919) 969-7944,9867.776840117966,ZAxlm5IAgzzQxyJetYTbyQ,https://s3-media1.fl.yelpcdn.com/bphoto/ztmQTTvF9fFw4XRzZoqVJw/o.jpg,False,"{'address1': '1748 N Fordham Blvd', 'address2': '', 'address3': '', 'city': 'Chapel Hill', 'zip_code': '27514', 'country': 'US', 'state': 'NC', 'display_address': ['1748 N Fordham Blvd', 'Chapel Hill, NC 27514']}",McDonald's,+19199697944,$,2.0,12,[],https://www.yelp.com/biz/mcdonalds-chapel-hill-3?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
market-street-coffee-durham-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 36.0082463, 'longitude': -78.9218471}",(919) 286-6087,3515.605689746587,KC8zhzmo7QCA9QmI-zFkjQ,,False,"{'address1': '714 9th St', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27705', 'country': 'US', 'state': 'NC', 'display_address': ['714 9th St', 'Durham, NC 27705']}",Market Street Coffee,+19192866087,,1.0,1,[],https://www.yelp.com/biz/market-street-coffee-durham-2?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
seattles-best-coffee-durham,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 36.022325, 'longitude': -78.988352}",(919) 684-1667,8045.842706550895,uE9s0DnJswlAyiX6ZMulew,https://s3-media2.fl.yelpcdn.com/bphoto/4mqTdAUd64bROXRETm2R4Q/o.jpg,False,"{'address1': '015G Purple Zone', 'address2': None, 'address3': 'Flowers Dr', 'city': 'Durham', 'zip_code': '27710', 'country': 'US', 'state': 'NC', 'display_address': ['015G Purple Zone', 'Flowers Dr', 'Durham, NC 27710']}",Seattle's Best Coffee,+19196841667,,1.0,1,[],https://www.yelp.com/biz/seattles-best-coffee-durham?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-durham-18,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.993113, 'longitude': -78.869057}",(919) 688-7389,4842.235489112393,LJ8kir5z73UALIwO-iANxQ,https://s3-media4.fl.yelpcdn.com/bphoto/N50vBPZ35q6-j8ecg1b-_w/o.jpg,False,"{'address1': '1010 N Miami Blvd', 'address2': '', 'address3': None, 'city': 'Durham', 'zip_code': '27703', 'country': 'US', 'state': 'NC', 'display_address': ['1010 N Miami Blvd', 'Durham, NC 27703']}",McDonald's,+19196887389,,1.0,4,[],https://www.yelp.com/biz/mcdonalds-durham-18?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-chapel-hill-10,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.929387, 'longitude': -79.026382}",(919) 933-5700,11012.4097625353,-CID_IeSPuZSGINFV_CyMQ,https://s3-media1.fl.yelpcdn.com/bphoto/xeAWsNxBKKFFJI1RMIAvqA/o.jpg,False,"{'address1': '2110  S Estes Dr', 'address2': None, 'address3': 'Harris Teeter', 'city': 'Chapel Hill', 'zip_code': '27514', 'country': 'US', 'state': 'NC', 'display_address': ['2110  S Estes Dr', 'Harris Teeter', 'Chapel Hill, NC 27514']}",Starbucks,+19199335700,,4.0,1,[],https://www.yelp.com/biz/starbucks-chapel-hill-10?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-morrisville-6,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.877397, 'longitude': -78.79372}",,15781.193451085011,ZhXn7tYIFe8Pp6F5AR1HKA,https://s3-media3.fl.yelpcdn.com/bphoto/3cFVkNXrKQ0xxas_2IIwag/o.jpg,False,"{'address1': '2400 W Terminal Blvd', 'address2': '', 'address3': 'RDU T1 Baggage Claim', 'city': 'Morrisville', 'zip_code': '27560', 'country': 'US', 'state': 'NC', 'display_address': ['2400 W Terminal Blvd', 'RDU T1 Baggage Claim', 'Morrisville, NC 27560']}",Starbucks,,$,2.0,8,[],https://www.yelp.com/biz/starbucks-morrisville-6?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
southern-mudd-expresso-chapel-hill,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9108489, 'longitude': -78.9838541}",,9544.24100288355,Gscr9DyYHMAbn8a1JC3zqw,https://s3-media1.fl.yelpcdn.com/bphoto/7xIqwQwfqIc7yldN5qhR_w/o.jpg,False,"{'address1': '6118 Farrington Rd', 'address2': '', 'address3': 'Parking Lot Coffee Kiosk', 'city': 'Chapel Hill', 'zip_code': '27515', 'country': 'US', 'state': 'NC', 'display_address': ['6118 Farrington Rd', 'Parking Lot Coffee Kiosk', 'Chapel Hill, NC 27515']}",Southern Mudd Expresso,,$,1.5,2,[],https://www.yelp.com/biz/southern-mudd-expresso-chapel-hill?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
